Id,MainId,QuestionId,Correct,StartTime,EndTime,Time
631,67,39,1,22:08:16,22:08:35,19
632,67,41,1,22:08:35,22:08:44,8
633,67,43,1,22:08:44,22:08:54,9
634,67,45,1,22:08:54,22:09:21,26
635,67,47,1,22:09:21,22:09:34,12
636,67,49,1,22:09:34,22:09:50,16
637,67,51,1,22:09:50,22:09:56,5
638,70,1,1,-00:00:01,23:03:32,7
639,70,3,1,23:03:32,23:03:41,9
640,70,5,1,23:03:41,23:03:48,7
641,70,7,1,23:03:48,23:03:57,8
642,70,9,1,23:03:57,23:04:42,44
643,70,11,0,23:04:42,23:05:17,34
644,70,13,1,23:05:17,23:06:20,62
645,70,17,1,23:06:30,23:06:36,5
646,70,15,1,23:06:20,23:06:30,9
647,70,19,1,23:06:36,23:06:55,19
648,70,21,1,23:06:55,23:07:04,8
649,70,23,0,23:07:04,23:07:14,9
650,70,25,1,23:07:14,23:08:04,49
651,72,1,0,-00:00:01,23:19:21,31
652,72,5,0,23:20:09,23:20:26,16
653,72,3,0,23:19:21,23:20:09,47
654,72,7,0,23:20:26,23:20:34,8
655,72,9,1,23:20:34,23:20:47,12
656,72,11,1,23:20:47,23:20:58,10
657,72,13,1,23:20:58,23:21:07,9
658,72,15,1,23:21:07,23:21:23,16
659,72,17,1,23:21:23,23:21:34,10
660,72,19,1,23:21:34,23:21:48,13
661,72,23,0,23:21:54,23:22:02,8
662,72,21,1,23:21:48,23:21:54,6
663,72,25,1,23:22:02,23:22:32,29
664,73,29,1,23:53:03,23:53:10,6
665,73,27,1,-00:00:01,23:53:03,15
666,73,33,1,23:53:17,23:53:23,5
667,73,31,1,23:53:10,23:53:17,6
668,73,35,1,23:53:23,23:54:05,41
669,73,37,1,23:54:05,23:54:19,13
670,73,39,1,23:54:19,23:54:37,17
671,73,41,1,23:54:37,23:55:08,29
672,73,43,1,23:55:08,23:55:17,7
673,73,45,1,23:55:17,23:56:39,75
674,73,47,1,23:56:39,23:57:41,57
675,73,49,1,23:57:41,23:57:51,9
676,73,51,1,23:57:51,23:57:55,3
677,74,1,1,-00:00:01,00:54:59,7
678,74,3,1,00:54:59,00:55:05,4
679,74,7,1,00:55:18,00:55:23,4
680,74,5,1,00:55:05,00:55:18,13
681,74,9,1,00:55:23,00:55:52,28
682,74,11,1,00:55:52,00:56:03,10
683,74,13,1,00:56:03,00:56:18,14
684,74,15,1,00:56:18,00:57:06,47
685,74,17,1,00:57:06,00:57:12,5
686,74,19,1,00:57:12,00:58:46,91
687,74,21,1,00:58:46,00:58:52,5
688,74,23,0,00:58:52,00:59:08,15
689,74,25,1,00:59:08,00:59:36,27
690,77,31,1,10:05:26,10:05:38,11
691,77,35,1,10:05:45,10:06:29,40
692,77,37,1,10:06:29,10:06:53,20
693,77,33,1,10:05:38,10:05:45,6
694,77,29,1,10:05:17,10:05:26,8
695,77,27,1,-00:00:01,10:05:17,25
696,77,43,1,10:08:42,10:08:52,9
697,77,45,1,10:08:52,10:09:53,56
698,77,47,1,10:09:53,10:11:24,84
699,77,49,1,10:11:24,10:11:39,14
700,77,51,1,10:11:39,10:11:47,7
701,77,41,1,10:08:25,10:08:42,16
702,77,39,1,10:06:53,10:08:25,84
703,78,1,1,-00:00:01,10:40:42,7
704,78,3,1,10:40:42,10:40:50,8
705,78,5,1,10:40:50,10:40:58,7
706,78,7,1,10:40:58,10:41:07,8
707,78,9,1,10:41:07,10:41:46,38
708,78,11,1,10:41:46,10:42:00,14
709,78,13,1,10:42:00,10:42:19,18
710,78,15,1,10:42:19,10:42:57,36
711,78,17,1,10:42:57,10:43:05,7
712,78,19,1,10:43:05,10:43:57,51
713,78,21,1,10:43:57,10:44:10,12
714,78,23,0,10:44:10,10:44:17,6
715,78,25,1,10:44:17,10:44:30,13
716,79,31,1,10:46:42,10:46:48,6
717,79,37,1,10:47:48,10:48:07,18
718,79,29,1,10:46:35,10:46:42,6
719,79,33,1,10:46:48,10:46:53,4
720,79,35,1,10:46:53,10:47:48,51
721,79,27,1,-00:00:01,10:46:35,7
722,79,39,1,10:48:07,10:48:20,12
723,79,43,1,10:49:02,10:49:41,37
724,79,47,0,10:50:20,10:50:42,20
725,79,45,1,10:49:41,10:50:20,38
726,79,41,1,10:48:20,10:49:02,40
727,79,49,1,10:50:42,10:50:52,9
728,79,51,1,10:50:52,10:50:57,4
729,80,7,1,10:57:53,10:58:01,8
730,80,1,1,-00:00:01,10:57:38,16
731,80,9,1,10:58:01,11:00:32,149
732,80,5,1,10:57:47,10:57:53,6
733,80,3,1,10:57:38,10:57:47,8
734,80,11,1,11:00:32,11:00:51,18
735,80,13,1,11:00:51,11:01:26,35
736,80,19,1,11:01:54,11:02:10,15
737,80,21,1,11:02:10,11:02:25,15
738,80,23,0,11:02:25,11:02:34,8
739,80,15,1,11:01:26,11:01:42,15
740,80,17,1,11:01:42,11:01:54,12
741,80,25,1,11:02:34,11:03:58,83
742,81,37,0,11:14:00,11:14:59,57
743,81,27,1,-00:00:01,11:12:54,25
744,81,35,0,11:13:16,11:14:00,41
745,81,31,1,11:13:01,11:13:11,9
746,81,29,1,11:12:54,11:13:01,7
747,81,39,1,11:14:59,11:15:08,8
748,81,41,1,11:15:08,11:15:25,16
749,81,45,0,11:15:32,11:15:58,25
750,81,43,1,11:15:25,11:15:32,7
751,81,47,0,11:15:58,11:16:02,4
752,81,51,1,11:16:09,11:16:13,4
753,81,49,1,11:16:02,11:16:09,6
754,81,33,1,11:13:11,11:13:16,4
755,82,1,1,-00:00:01,11:17:07,9
756,82,3,1,11:17:07,11:17:18,11
757,82,7,1,11:17:24,11:17:29,5
758,82,9,1,11:17:29,11:17:52,22
759,82,11,0,11:17:52,11:18:53,58
760,82,5,1,11:17:18,11:17:24,5
761,82,13,1,11:18:53,11:19:34,40
762,82,15,1,11:19:34,11:19:50,15
763,82,17,1,11:19:50,11:19:55,5
764,82,19,1,11:19:55,11:20:05,10
765,82,21,1,11:20:05,11:20:17,11
766,82,23,0,11:20:17,11:20:23,5
767,82,25,1,11:20:23,11:21:07,43
